freq_mhz	wns	status	report	dcp
200.0	-0.151	ok	E:/Projects/1Aprojects/RV32Final/timing_backups/freq_probe_explore_linked_fixed_20260630_141158/timing_200p0.rpt	E:/Projects/1Aprojects/RV32Final/timing_backups/freq_probe_explore_linked_fixed_20260630_141158/top_200p0.dcp
202.25	-0.151	ok	E:/Projects/1Aprojects/RV32Final/timing_backups/freq_probe_explore_linked_fixed_20260630_141158/timing_202p25.rpt	E:/Projects/1Aprojects/RV32Final/timing_backups/freq_probe_explore_linked_fixed_20260630_141158/top_202p25.dcp
